nom;nb_courses;nb_victoires;gains_total;somme_distances;derniere_date
LADY HAUFOR;2;0;0;4950.0;2026-02-20
LAMBADA GIRL;1;0;0;2100.0;2026-01-25
LOU DU DONJON;2;2;0;4950.0;2026-02-20
LUTECE D'OUVILLE;6;0;0;14950.0;2026-07-15
LA FOULE;7;0;0;17650.0;2026-06-19
MILLIONDOLLARSBABY;5;0;0;13050.0;2026-04-28
MORNING NEWS;2;0;0;5550.0;2026-02-28
MARGAUX DES ARRIS;6;0;0;16750.0;2026-06-06
MY QUALITA PIYA;4;0;0;9100.0;2026-06-26
METIDJA;5;0;0;13675.0;2026-07-01
MIDNIGHT EXPRESS;5;0;0;13275.0;2026-07-08
MELODY COOL;1;0;0;2700.0;2026-01-25
MARA BEST;5;0;0;14325.0;2026-07-08
LAUSSAC DU BUISSON;6;1;0;14250.0;2026-06-12
LOBBY MESLOIS;3;0;0;7275.0;2026-05-07
LOYAL DU CHOQUEL;7;2;0;18075.0;2026-06-13
LAKOS DE BERLES;4;0;0;9900.0;2026-07-16
LAST DES BROUSSES;9;1;0;22375.0;2026-07-07
KAMEHAMEHA;2;0;0;4950.0;2026-04-17
IALTO D'HERTALS;6;0;0;16225.0;2026-05-20
JAZZMAN (GER);7;1;0;17375.0;2026-07-17
JILORD VIVA;6;1;0;15650.0;2026-06-30
KID BELLAY;2;0;0;4800.0;2026-02-27
KUIPER;3;0;0;7650.0;2026-02-22
NINEPOINTS LASSE;7;1;0;16150.0;2026-06-21
JOCONDE SIBEY;4;0;0;9950.0;2026-04-04
JOLIE SURPRISE;3;0;0;7025.0;2026-04-08
EMMA DEI VELTRI;1;0;0;2100.0;2026-01-25
KEEN WINNER;1;0;0;2100.0;2026-01-25
IDYLLE EXPRESS;5;2;0;13900.0;2026-05-13
LIGHTNING STRIDE;5;0;0;10659.0;2026-06-13
ELEGANCE KRONOS;4;0;0;9650.0;2026-06-13
KEMIA DU CHENE;5;0;0;12150.0;2026-05-23
DIABEL;8;0;0;19500.0;2026-07-17
RIKITA JP;9;3;0;22434.0;2026-07-11
DALI PRAV;1;0;0;2100.0;2026-01-25
JEZABELLE BIE;2;0;0;4800.0;2026-02-06
MUSCLE DREAM;6;1;0;15800.0;2026-06-26
MARADONA ELLIS;5;0;0;13825.0;2026-07-01
MIKADO CASTELETS;1;0;0;2700.0;2026-01-25
MONSIEUR AS;5;1;0;13800.0;2026-07-01
MUST DE CHANLECY;2;0;0;4800.0;2026-02-19
MILORD JAVRONNAIS;2;0;0;5400.0;2026-06-06
MINUTY DU GERS;3;3;0;8250.0;2026-02-28
NECTAR DU BOCAGE;7;1;0;19100.0;2026-07-13
NELSON DU NOYER;5;0;0;12850.0;2026-04-15
NIACK DU CORTA;9;0;0;23050.0;2026-06-04
NEW LIFE;4;0;0;9850.0;2026-03-05
NORBERT DE GACHERE;2;1;0;4975.0;2026-02-19
NELATO BELLO;8;1;0;19525.0;2026-06-29
NOUMEA DES YVETS;7;0;0;17675.0;2026-07-02
LORETTE;5;0;0;13450.0;2026-05-21
LUNE DE L'EMION;6;0;0;14825.0;2026-05-13
LUNA DE MALAC;6;0;0;16350.0;2026-07-13
LOU D'ECROVILLE;3;1;0;6575.0;2026-07-13
LOULIANA DE VANDEL;5;0;0;12525.0;2026-05-12
MASSETTA BELLA;9;0;0;24950.0;2026-05-28
MANOLITO DU GUERET;2;0;0;5625.0;2026-07-12
MYLEY ELDE;6;1;0;16900.0;2026-06-30
MELODY DELADOU;5;1;0;12750.0;2026-07-01
JUST RAPID;2;0;0;5625.0;2026-03-01
JADORE GIRL;3;0;0;8475.0;2026-03-01
JADORE CERIZE;2;1;0;5150.0;2026-03-07
JUSTE UN DALY;8;3;0;22975.0;2026-07-11
JAKIRA;3;0;0;7875.0;2026-07-03
JANA D'ARMOR;7;3;0;19825.0;2026-07-03
J'ENVISAGE DUBRIO;8;2;0;22425.0;2026-07-04
JERRY DE L'ERDRE;7;0;0;19900.0;2026-06-01
JUSTE DU GERS;6;2;0;16625.0;2026-05-30
JACK QUICK;4;0;0;11000.0;2026-04-23
JUST YOU AND ME;1;0;0;3000.0;2026-01-25
JAZZMAN;6;1;0;14925.0;2026-07-03
JUEN EMONDEVILLE;9;0;0;25575.0;2026-06-27
KARNO D'ARBAZ;5;0;0;13200.0;2026-06-23
IDEFIX HERBLINAIE;2;0;0;5825.0;2026-03-08
JUHELLET;5;0;0;14400.0;2026-06-04
KIMOLTO;3;0;0;8800.0;2026-03-22
JAEGER MAN;1;0;0;3000.0;2026-01-25
ILLIMITEE;7;1;0;18600.0;2026-07-10
IMAKO VERDERIE;6;1;0;14775.0;2026-07-03
IRMA DE L'ECLAIR;2;0;0;5500.0;2026-03-29
IBRAHISCO;4;0;0;11450.0;2026-06-01
JARDIN DU ROI;9;6;0;26025.0;2026-07-07
IZELBIO;6;0;0;15775.0;2026-05-31
IZAAC D'HAVAROCHE;7;0;0;19400.0;2026-07-08
JOKER DE BELLOU;8;0;0;20625.0;2026-05-31
IRRESISTIBLE GABY;1;0;0;3000.0;2026-01-25
GENERAL DE CONNEE;1;0;0;3000.0;2026-01-25
FOREVER D'ARIANE;5;0;0;14400.0;2026-04-29
FRANCO FLEURI;4;0;0;11425.0;2026-04-03
ILLUSION D'AMOUR;1;0;0;3000.0;2026-01-25
NOLANN DES AGETS;11;0;0;28475.0;2026-07-05
NINO DU CAP;3;0;0;6900.0;2026-07-15
NOBODY CASH;6;0;0;15025.0;2026-07-14
NUANCE DE COLMINE;6;1;0;13500.0;2026-05-11
NICKY DES CHARMES;2;0;0;5075.0;2026-01-31
NOISETTE MIKA;8;0;0;20500.0;2026-07-16
NINO DE LARRE;11;1;0;26375.0;2026-07-11
NATHAN D'OLMEN;2;0;0;4300.0;2026-02-10
NANA OASIS;5;0;0;12850.0;2026-07-17
HELICE DU TREZON;8;0;0;18925.0;2026-05-13
HISTOIREMIKA;2;0;0;4850.0;2026-02-17
INCAHUASI;7;1;0;18775.0;2026-05-29
HAPPY LYL;9;1;0;23025.0;2026-07-10
HASHTAG DE TAGOR;4;1;0;10275.0;2026-06-20
HEROIC DES BOSC;5;1;0;12800.0;2026-07-11
IGGY FAFA;9;0;0;24300.0;2026-07-10
LUCULLUS DU DOLLAR;4;0;0;11150.0;2026-07-05
LOTOIS JEC;6;1;0;16875.0;2026-06-12
LUCKY SKY;2;0;0;5075.0;2026-07-15
KIMONO DES RACQUES;1;0;0;2925.0;2026-01-25
MY WAY DE QUELETTE;7;2;0;19225.0;2026-06-19
MISSILE DU GOUTIER;2;0;0;5925.0;2026-03-27
MATTHEWS BOKO;5;0;0;13125.0;2026-07-15
MALIN DE L'ANTE;8;0;0;20550.0;2026-07-17
LUCKY DAY;5;0;0;12950.0;2026-07-14
LUXY DE CRENNES;6;0;0;16625.0;2026-05-21
LIBERTY BLACK;1;0;0;2925.0;2026-01-25
LARRE;1;0;0;2925.0;2026-01-25
LUNE ROSE D'ALESA;4;1;0;10625.0;2026-05-18
MELODIE MILLERIA;1;0;0;2925.0;2026-01-25
MY GIRL;4;0;0;10875.0;2026-03-01
MA ROSE MANATHIS;5;0;0;13225.0;2026-05-06
MORGANA GUILLERVIL;8;0;0;22025.0;2026-05-10
NALA;7;1;0;17275.0;2026-06-22
NIKILIK;4;0;0;9750.0;2026-06-01
NORMAND VILLETOT;6;1;0;17250.0;2026-04-17
NAN MAIS TOI;3;0;0;7775.0;2026-06-20
MAXOU DE JEMAX;3;0;0;7450.0;2026-02-26
MANSFIELD D'OYSE;5;2;0;12550.0;2026-07-10
MURANO DE MONCHEL;3;0;0;7450.0;2026-02-11
MERVEILLE DE BOISE;5;0;0;13500.0;2026-06-10
MONA DES GENIEVRES;7;0;0;16950.0;2026-07-12
MIDYLE D'ALFRAN;5;0;0;13700.0;2026-05-09
MACLOBEL DE FADAJE;4;0;0;10500.0;2026-07-12
MARATHON GREEN;2;0;0;5300.0;2026-04-05
MY BEAUTIFUL;12;1;0;31050.0;2026-07-15
MATCHO LOUANGES;6;2;0;15400.0;2026-07-05
MAESTRO DU LOISIR;3;0;0;8150.0;2026-06-20
MARTEL;2;0;0;5350.0;2026-02-01
MORNINGSUN DU RHIN;5;0;0;12900.0;2026-06-12
KISS ME ALEX;3;0;0;8075.0;2026-05-17
KIZOMBA;2;0;0;5300.0;2026-03-15
KHEOPS ELLIS;1;0;0;2725.0;2026-01-25
KYSTON DU VERNET;5;1;0;13300.0;2026-07-12
KARONY MAJEAN;3;0;0;8025.0;2026-03-29
KADOR DE VILLABON;4;0;0;10525.0;2026-04-20
KALINE LAURA;3;0;0;6984.0;2026-07-01
JULIANA DU LOISIR;6;0;0;15500.0;2026-07-14
JASMIN DE LA COUR;5;0;0;13325.0;2026-06-01
LEI E BELLA;7;2;0;19475.0;2026-07-17
LUCIFERMORNINGSTAR;7;0;0;19625.0;2026-07-17
KHEOPS TURGOT;8;0;0;21800.0;2026-07-17
HACKER JULRY;3;0;0;8125.0;2026-04-08
HISPANO DU REYNARD;4;0;0;10175.0;2026-06-10
HOLLINS;3;0;0;7450.0;2026-03-29
INES GRIFF;6;1;0;15725.0;2026-05-17
HARPIE GIBUS;1;0;0;2700.0;2026-01-25
INSTAR;3;0;0;8000.0;2026-04-06
JADIS DAIRPET;4;0;0;10650.0;2026-04-17
IDEO HUNAUDIERES;2;0;0;5475.0;2026-06-17
JADE GERBEHAYE;5;1;0;13875.0;2026-06-20
GALAXIE LIMOUSINE;1;0;0;2650.0;2026-01-26
HARKONNEN;5;1;0;13150.0;2026-05-24
MENELAS DE CORBERY;6;0;0;16050.0;2026-07-16
MON GRAND PRE;6;0;0;15425.0;2026-07-13
MON REVE;2;1;0;5225.0;2026-02-14
MISTER JENILOU;7;3;0;18250.0;2026-06-20
MOOREA BOND;8;0;0;21825.0;2026-06-18
MAGGIOTTA;1;0;0;2550.0;2026-01-26
MISSILE DE TAGOR;5;0;0;12700.0;2026-07-09
MOURILLON;7;1;0;17775.0;2026-06-19
MICHEL MARTIN;6;0;0;15625.0;2026-06-27
MELICIANO;4;0;0;10750.0;2026-05-04
LEKEVIN DESBOIS;7;1;0;16775.0;2026-06-12
LARGO DE JOUDES;6;0;0;16575.0;2026-06-16
LABEL TURGOT;8;0;0;20100.0;2026-06-15
KEOPS TILLAYE;8;0;0;20034.0;2026-07-12
KOUSINE CARISAIE;4;0;0;10375.0;2026-06-21
KASSAV DE FRECA;4;1;0;9900.0;2026-04-17
KANCAENNAISE;2;0;0;4700.0;2026-04-10
KASSIOPEE DU NOYER;5;0;0;12500.0;2026-05-30
KAISER DE CESNY;2;0;0;5350.0;2026-03-22
LORD DU GILET;4;0;0;11025.0;2026-07-14
LOTTA SUEDOISE;6;1;0;16525.0;2026-06-29
L'AS DE CAZOULENE;2;0;0;5525.0;2026-06-29
LUMIERE BLUE;5;2;0;13175.0;2026-07-16
LAMIE QUICK;2;0;0;5600.0;2026-02-19
LOOK AT ME LULU;4;0;0;10125.0;2026-07-13
KISS ME AGAIN;1;0;0;2650.0;2026-01-26
GENTLEMAN PIYA;1;0;0;2650.0;2026-01-26
JOJOBA DE QUERAY;6;1;0;15475.0;2026-07-14
GEGE DE FROMENTEL;2;0;0;5275.0;2026-02-14
GENEROUS CHARM;3;0;0;7900.0;2026-03-03
CANTO DEI VENTI;4;0;0;9650.0;2026-05-23
JURITI;5;1;0;13800.0;2026-07-13
KUNZITE D'EM;2;0;0;4950.0;2026-02-11
KIT ANGOT;4;0;0;10800.0;2026-03-02
KOPA D'ARC;6;1;0;15650.0;2026-06-06
IBIZA DE CONNEE;2;0;0;5050.0;2026-05-09
JOADIE WIND;1;0;0;2850.0;2026-01-26
LOVE SHACK;7;2;0;19525.0;2026-06-19
LUPIN DU BOURG;6;0;0;15875.0;2026-05-16
L'AMI DANOVER;5;1;0;13700.0;2026-07-05
LUCKY WIND;2;0;0;5550.0;2026-02-22
LUCKY STAR JIEL;7;0;0;18625.0;2026-06-17
LIANGA;2;0;0;4950.0;2026-02-06
LILOU D'ATOUT;1;0;0;2850.0;2026-01-26
MEETIC DE BEAULIEU;4;0;0;10200.0;2026-07-10
MAO DU PARC;5;0;0;13650.0;2026-06-27
MAX DU CAMPDOS;5;0;0;13825.0;2026-05-29
MAMBO DU MIREL;7;0;0;18300.0;2026-07-14
MAESTRO DE CORDAY;6;0;0;16225.0;2026-07-13
MOMO DES CARREAUX;8;0;0;21150.0;2026-07-13
METEORE ETOILE;7;1;0;19475.0;2026-07-07
MERRY STAR;3;0;0;8150.0;2026-05-29
MAMZELLE DU HOULET;5;0;0;13700.0;2026-04-19
MA JOLIE JIEL;2;0;0;5575.0;2026-05-22
MAMMA MIA DE LOU;2;1;0;5300.0;2026-03-30
MILAZZIA;3;0;0;8400.0;2026-02-12
MIMI CHARMEUSE;7;1;0;17075.0;2026-06-10
MILADY DE REUX;4;0;0;11125.0;2026-06-22
MAMZELLE DREAM;7;0;0;18025.0;2026-07-03
NO LIMIT SAUTREUIL;3;0;0;8150.0;2026-04-06
NORDIC GIRL;3;0;0;7800.0;2026-02-24
NUANCE DU HOULET;9;0;0;23675.0;2026-06-08
NUT AND MONEY;3;1;0;8400.0;2026-03-20
NINA SIMONE;5;0;0;13050.0;2026-03-22
NIGHT SHADOW;2;0;0;5075.0;2026-02-12
NALA LEALMANI;5;0;0;12725.0;2026-04-18
JETHRO DE NILREM;2;0;0;5650.0;2026-03-29
JUST FOR YOU PIYA;1;0;0;2850.0;2026-01-26
JOKAI DES ROIS;3;2;0;8400.0;2026-04-13
JACKPOT D'AXEL;3;0;0;8625.0;2026-03-15
HEROINE RINGEAT;1;0;0;2850.0;2026-01-26
JULIANA DES LUCAS;2;0;0;5250.0;2026-02-21
JACKSON HILL;9;0;0;22875.0;2026-07-16
GOODWIN ZET;3;0;0;7800.0;2026-02-16
DARLINGTON FAME;1;0;0;2850.0;2026-01-27
CANTAB AS;6;0;0;16000.0;2026-06-19
HASHTAG SIMONI;7;0;0;19150.0;2026-06-06
INVISIBLE SUN;3;0;0;8400.0;2026-03-18
JUSTICIA GLAM;6;2;0;15325.0;2026-04-30
LOOK OF LOVE;5;0;0;14075.0;2026-05-22
JADE RENARDIER;5;2;0;12650.0;2026-06-06
SANDOKAN (SWE);3;0;0;8575.0;2026-03-06
INSIDE MAN;7;0;0;18025.0;2026-06-01
NOTELLA D'OR;6;0;0;14725.0;2026-06-22
NACHYMA BERRY;2;0;0;4900.0;2026-02-16
NUANCE CASTELETS;7;0;0;17450.0;2026-06-13
NATURALLY STAR;3;1;0;7275.0;2026-06-29
IRON MIJACK;5;0;0;11900.0;2026-07-13
IBIS QUICK;6;0;0;14325.0;2026-07-16
JULY DU GUESNE;5;0;0;11900.0;2026-04-06
KALLAGAN;2;0;0;4200.0;2026-02-11
GRAND TUR JOYEUSE;2;0;0;5550.0;2026-02-15
MIDNIGHT SUN;1;0;0;2850.0;2026-01-27
GOLD MAIL;4;1;0;11250.0;2026-06-02
MILORD DARLING;1;0;0;2850.0;2026-01-27
MON PLAISIR;9;1;0;22725.0;2026-06-06
MELKIOR CASTELLE;9;0;0;25175.0;2026-07-16
TAURUS CROWN;6;0;0;14875.0;2026-05-15
UTKIEKER;2;0;0;4850.0;2026-03-06
OMARI BOKO;3;0;0;7975.0;2026-03-15
READY HILL;1;1;0;2700.0;2026-01-27
FIRE WISE AS;1;0;0;2700.0;2026-01-27
SAN DONATO;1;0;0;2700.0;2026-01-27
FOLLOWER DEI RUM;1;0;0;2700.0;2026-01-27
FRENCHCONNECTION;6;1;0;14600.0;2026-06-12
FONZIE MABEL;1;0;0;2700.0;2026-01-27
LUMINEUX;4;0;0;10600.0;2026-04-11
OVERDRIVE STEEL;2;0;0;5400.0;2026-02-22
KENTIA HAUFOR;5;0;0;11900.0;2026-04-15
KARO DAIRPET;6;0;0;15100.0;2026-05-19
KING CASH CEKE;4;0;0;9225.0;2026-03-20
KINGSTON DU BOURG;7;0;0;17650.0;2026-06-20
KATAVIA PRESS;5;0;0;11109.0;2026-07-01
KILDARE;5;0;0;12525.0;2026-06-10
KRONOS D'ERPION;9;3;0;20675.0;2026-06-18
KOLBY DE CLARAFLOR;6;1;0;15400.0;2026-06-01
KAROLINA DI SEMBLE;9;0;0;22800.0;2026-07-13
KENZO BENOIS;2;0;0;4800.0;2026-02-17
KRALL DE CORDAY;2;0;0;4800.0;2026-02-10
KIRSTY DU PASSAGE;1;0;0;3125.0;2026-01-28
KOLANTA DU LOISIR;1;0;0;3125.0;2026-01-28
KURIELE LEBEL;4;0;0;10450.0;2026-07-14
KENZA D'ASNOIS;3;0;0;8225.0;2026-04-13
NABUCCO MADRIK;1;0;0;2425.0;2026-01-28
NARCISSE TURGOT;2;0;0;4700.0;2026-02-13
NEPHRODITE;2;0;0;5150.0;2026-07-08
NEW COUET;3;0;0;7550.0;2026-03-02
NOBLE DU SURF;7;0;0;18875.0;2026-06-03
NOTEZ LE;3;1;0;8225.0;2026-07-13
NOVICE TUILERIE;3;0;0;7525.0;2026-02-15
MAEVA DE CRESCY;5;0;0;13475.0;2026-07-15
MINYA KONKA;5;0;0;12700.0;2026-07-10
MEISINGA PHEDO;4;0;0;10725.0;2026-04-26
MA DOUCE DE DALINE;6;1;0;15425.0;2026-06-09
MON AMOUR DE BEC;6;0;0;15325.0;2026-06-02
MA JOLIE CHOSE;4;0;0;9850.0;2026-06-02
ILOWA D'OHARA;6;0;0;17200.0;2026-06-28
ISIS DU CORTA;4;0;0;11225.0;2026-06-27
JOLIKOVA D'ARIANE;3;0;0;8925.0;2026-06-09
HAVA DE BEAUREGARD;1;0;0;3125.0;2026-01-28
ITALICA;8;0;0;22150.0;2026-07-13
JOYEUSE ENTREE;4;0;0;9600.0;2026-04-30
JOCELYNE;4;1;0;11300.0;2026-07-10
IDREAMIS;7;1;0;18550.0;2026-06-10
IMPERIALE DU MONT;2;0;0;6125.0;2026-04-22
LAMYA DES LANDES;7;0;0;20025.0;2026-06-13
LA DIVINE ECUS;5;1;0;13975.0;2026-04-09
LIBERTE CERISE;7;1;0;18350.0;2026-06-15
LOLA D'OHARA;7;0;0;19325.0;2026-06-08
LUCKY RENARD;3;0;0;8475.0;2026-03-18
LOTUS DU RIB;5;3;0;14250.0;2026-07-15
LOUP D'ARDENNES;4;1;0;11575.0;2026-05-16
LOOPING BEN MAX;3;1;0;8025.0;2026-03-14
LUCERO TEJY;6;0;0;16500.0;2026-07-16
L'ONCLE SAM;1;0;0;3125.0;2026-01-28
LION DES ISLES;2;0;0;5925.0;2026-06-24
KASIMODO;7;0;0;17300.0;2026-06-05
KALIE TEJY;11;1;0;28225.0;2026-07-13
KIDNAPPING;3;1;0;7150.0;2026-03-20
KLEPPER DU LOIR;7;0;0;17425.0;2026-07-12
KYLLIAN;8;5;0;18950.0;2026-07-17
KANDY CHAMPOSOULT;8;0;0;21150.0;2026-06-26
KAIROS DU GOUTIER;5;0;0;12600.0;2026-03-10
KENTUCKY VALLEY;6;0;0;14725.0;2026-07-05
KELAS DU CEBE;5;0;0;13200.0;2026-04-24
JAVA D'ECAJEUL;2;0;0;5225.0;2026-04-15
IMPARTIAL;3;0;0;8575.0;2026-03-30
HAS DE COEUR;2;0;0;5600.0;2026-04-01
IDEM JIHEM;8;0;0;21775.0;2026-07-12
KROONER D'HERIPRE;4;2;0;11775.0;2026-03-25
KOUFRA IRIS'EYES;3;1;0;8375.0;2026-04-29
JOIE DE LA COTE;11;0;0;24943.0;2026-07-04
GAJAC;5;0;0;13275.0;2026-04-29
JIGSAW PUZZLE;5;0;0;13175.0;2026-04-12
HATLAS DE MOUTIERS;1;0;0;2925.0;2026-01-28
ISEO DE LOU;9;3;0;19086.0;2026-07-04
IRU FUSHI;5;0;0;14150.0;2026-06-03
ENJOY THE GAME;4;0;0;10100.0;2026-05-15
HELIOS SI;5;0;0;13925.0;2026-06-12
GALANT DE CAREL;9;0;0;24675.0;2026-07-05
HADES DE L'ITON;2;1;0;5825.0;2026-03-04
FAKIR MERITE;6;0;0;15284.0;2026-06-05
LIBERTANGO;7;1;0;19500.0;2026-06-19
L'AMERICAIN;6;0;0;16775.0;2026-06-10
LASER DE JOUDES;2;0;0;5075.0;2026-02-20
LOMAC GEDE;3;0;0;7225.0;2026-03-07
MIKADO D'AMOUR;1;0;0;2925.0;2026-01-28
MAGIC DU SAPTEL;2;0;0;5075.0;2026-07-17
MILLENIUM ROC;8;0;0;21125.0;2026-07-17
NORWEGIAN GIN;5;0;0;12050.0;2026-07-12
NICE TO SEE YOU;7;1;0;18350.0;2026-07-04
NAPOLI DU BOUFFEY;3;0;0;7875.0;2026-07-01
NORIA DE BERTRANGE;7;0;0;19775.0;2026-06-03
HOPE COGLAIS;7;0;0;16975.0;2026-07-08
HAWK SPEED;2;0;0;4300.0;2026-02-07
KAVALE DU CHOQUEL;5;0;0;13000.0;2026-07-08
IDA DES MONTS;3;0;0;7600.0;2026-03-01
HAIKIDO;3;0;0;8250.0;2026-03-27
INSTANT D'HAUFOR;4;0;0;11100.0;2026-03-20
HALMA D'AMER;2;0;0;5700.0;2026-02-17
FEU DE REVOLTE;2;0;0;5775.0;2026-02-20
INDIGO DE FONTAINE;7;1;0;19450.0;2026-06-30
JAG STRYCK;6;0;0;17450.0;2026-06-14
HORATIUS D'ELA;7;0;0;20000.0;2026-06-30
MARWIN;2;0;0;4700.0;2026-03-28
MOZART DE L'ITON;5;0;0;12250.0;2026-07-11
NEMO D'ARNHEM;9;0;0;21625.0;2026-06-04
NICOU CHAK;5;1;0;12675.0;2026-07-01
NEMROD BUROIS;8;1;0;20025.0;2026-07-04
NINIO DE MALAC;3;0;0;7225.0;2026-07-13
NAMARETTI DEVOL;2;0;0;4950.0;2026-07-10
EL DORADO BAR;7;2;0;19550.0;2026-06-27
KRUNCHY;6;1;0;16575.0;2026-07-10
UNDERGROUND ARTIST;4;0;0;10450.0;2026-07-08
KINGSTON DE BLARY;8;0;0;20900.0;2026-07-15
ETRANGER JOYEUSE;4;1;0;10775.0;2026-05-06
FUSION EAGRA;7;0;0;19700.0;2026-05-11
FASHION MONGER;3;1;0;8575.0;2026-06-13
MASERATI HALL;4;0;0;10975.0;2026-06-27
KHEO VIVANCIERE;4;1;0;11450.0;2026-05-04
KER POULGWEN;8;2;0;22750.0;2026-07-16
GOOGLE BLUE GRIF;3;0;0;7650.0;2026-02-28
GINEAH DANCE;2;0;0;4950.0;2026-02-28
GLAMOUR GIO;3;0;0;7650.0;2026-02-28
GUARDAMI;6;3;0;16825.0;2026-06-13
MISS BELGRAVE;1;0;0;2850.0;2026-01-29
MISS MATTERS;2;0;0;5700.0;2026-02-28
LOUSTIC DE DALINE;5;1;0;13125.0;2026-06-12
LITTLE BOY;6;1;0;14925.0;2026-06-30
L'ALPHA DE LAUNI;7;0;0;17025.0;2026-06-11
LANNISTER;6;1;0;14225.0;2026-06-26
FIRST KISS BI;1;0;0;2700.0;2026-01-29
LISBETH DRY;6;0;0;14450.0;2026-06-12
FUJIKO FONT;1;0;0;2700.0;2026-01-29
PURE DESIRE;2;0;0;5400.0;2026-02-11
SHE'S A WINNER;2;1;0;5400.0;2026-02-11
THANKWORTHY TILE;3;0;0;7550.0;2026-03-10
FEDE JET;4;0;0;10350.0;2026-05-13
FLORIS DAY BAR;2;1;0;4800.0;2026-05-13
OLYMPIA GREENWOOD;2;0;0;5400.0;2026-02-27
OPAL STONE;1;0;0;2700.0;2026-01-29
FRENCIS ZL;3;0;0;7550.0;2026-03-10
GALAXY LOVE D.E.;1;0;0;2700.0;2026-01-29
NANCY DE GOUYE;3;0;0;8450.0;2026-07-12
NEMO DES BROUETS;7;1;0;19200.0;2026-06-18
LOOPING RENARDIER;4;0;0;10475.0;2026-06-01
LILIBETH SMART;10;1;0;25800.0;2026-07-15
LUXY BLUE;6;1;0;16750.0;2026-06-10
MUSE DE VANDEL;6;0;0;14325.0;2026-06-18
MAELYS DES BORDES;7;0;0;17350.0;2026-07-03
MAREVA;8;1;0;21100.0;2026-06-28
MIMI WILLIAMS;7;0;0;18300.0;2026-06-28
MISS GABRIELLE;5;0;0;13300.0;2026-06-28
MY STAR HIGHLAND;5;0;0;13450.0;2026-06-15
MILAZZO;4;1;0;9950.0;2026-07-03
MAZEL TOV DAIRPET;5;5;0;12850.0;2026-07-13
MORDU DE FOOT;3;0;0;8050.0;2026-05-30
MYSTIC MAN;8;0;0;20175.0;2026-07-09
MAGIC WORLD;6;0;0;14100.0;2026-07-03
MONSEIGNEUR;3;1;0;7400.0;2026-03-12
MACKER D'ERONVILLE;1;0;0;2050.0;2026-01-29
NOT FOR SALE;3;1;0;8425.0;2026-03-06
XIA LLOYD;2;0;0;5550.0;2026-02-27
HERMES SCOTT;7;0;0;19350.0;2026-07-14
HARO DARCHE;2;0;0;5400.0;2026-02-26
ISIS DE POULINE;8;1;0;21800.0;2026-06-28
IBIZA DE BOURGOGNE;9;0;0;24125.0;2026-07-10
INEDIT D'ALEX;10;0;0;27250.0;2026-06-16
HOLESHOT;1;0;0;2700.0;2026-01-29
ISTORIC MAUZUN;5;1;0;14300.0;2026-05-11
LORD JULRY;9;4;0;25525.0;2026-07-17
KANJARDARCHE;3;0;0;8050.0;2026-05-17
KOLENA;1;0;0;2700.0;2026-01-29
KILLER JULRY;5;0;0;13300.0;2026-06-19
KENDO CASTELETS;6;2;0;15350.0;2026-06-22
HOLD MAJYC;2;0;0;4050.0;2026-02-16
HARIBELO DE NUIT;1;0;0;2050.0;2026-01-29
JOOSTER LE FOL;6;0;0;13925.0;2026-06-24
INCANTATOR;3;0;0;8475.0;2026-07-07
HOELA LESMELCHEN;1;0;0;2850.0;2026-01-30
INSERT BOY;4;2;0;11500.0;2026-04-22
JAGUAR'S EYES;6;0;0;14450.0;2026-07-13
JOLIE FLEUR OR;5;0;0;12475.0;2026-06-20
JALAYA DES BROUETS;5;0;0;14000.0;2026-06-25
ICONE PLANCHETTE;6;1;0;16275.0;2026-07-11
JIMBA BERRY;1;0;0;2850.0;2026-01-30
LOVE ME HAUFOR;4;0;0;10250.0;2026-06-14
LEONARDO TURGOT;10;0;0;24625.0;2026-06-16
MANCHESTER;4;1;0;9900.0;2026-06-18
MANHATTAN JENILOU;5;1;0;13075.0;2026-04-12
MOLLY WHITE;5;0;0;11925.0;2026-04-03
MA LADY DU GARDEN;5;0;0;12875.0;2026-05-24
MARVELOUS PIYA;5;1;0;12175.0;2026-06-22
MINNEAPOLIS;8;1;0;19400.0;2026-05-11
MISS IS DU CANET;6;0;0;15925.0;2026-06-04
KENZO DE LA CRIERE;3;0;0;8000.0;2026-03-22
KALINEO PENEME;5;2;0;12975.0;2026-06-05
KALINA STAR;5;0;0;12850.0;2026-06-05
KRYPTON D'EPONA;4;0;0;10825.0;2026-03-20
KALINE BEY;4;1;0;10700.0;2026-04-12
KALIMERO;5;0;0;13175.0;2026-06-05
LIBERTINE DE FRECA;5;2;0;14475.0;2026-05-26
LIBREVILLE;6;0;0;16175.0;2026-06-01
LUKYA CHOISIE;4;0;0;11250.0;2026-05-11
LOVE MESANGE;1;0;0;2750.0;2026-01-30
LEA DANSE;5;0;0;13125.0;2026-06-16
JALISCO DE NEUVY;7;0;0;18875.0;2026-06-03
KAROUZO;6;0;0;16175.0;2026-06-17
JANTARA DESBOIS;3;0;0;8475.0;2026-03-29
JEU INTERDIT;8;0;0;20950.0;2026-07-13
ISSALIO;3;0;0;8525.0;2026-06-17
JOLI MANNEQUIN;6;4;0;16125.0;2026-06-17
LUXURIO VICI;3;0;0;7950.0;2026-04-19
LUPIN DES SOURCES;4;0;0;10625.0;2026-04-15
LE PREMIER ORTHON;5;0;0;13625.0;2026-05-15
LOS ANGELES LAKERS;2;0;0;5325.0;2026-04-19
