nom;nb_courses;nb_victoires;gains_total;somme_distances;derniere_date
LA KIFFANCE MIL;4;0;0;10800.0;2026-04-12
LOVICTORY WILLIAMS;7;1;0;18325.0;2026-07-15
LE POULIGUEN;11;3;0;30675.0;2026-07-15
LIBRIS EX BOURBON;3;0;0;7875.0;2026-04-15
MALICE D'OCCAGNES;7;1;0;17925.0;2026-06-28
MY DREAM QUICK;2;0;0;5350.0;2026-02-26
MIKE DES CARREAUX;7;0;0;17900.0;2026-06-24
MAGIC DOLLAR;4;2;0;9800.0;2026-06-13
JOUE PAS AVEC MOI;3;0;0;8225.0;2026-02-27
JEANNOT DU VALLON;5;1;0;13250.0;2026-07-14
JEU ROYAL;6;2;0;15450.0;2026-06-20
IMPERIALE DE SYHM;4;0;0;10275.0;2026-03-15
HERMES D'AIROU;3;0;0;7900.0;2026-03-26
HORUS DES CHAMPS;4;0;0;10150.0;2026-04-19
NIGHT DE BANVILLE;7;0;0;17900.0;2026-06-17
NAGRADO GOLD;3;0;0;7375.0;2026-05-30
MORINADE;1;0;0;2575.0;2026-02-14
MAHATMA DANICA;7;0;0;18000.0;2026-06-18
MARILOUGO DE FARS;1;0;0;2575.0;2026-02-14
MATCH BOCNEUF;3;1;0;8100.0;2026-06-27
LELLAMIKA;6;0;0;16375.0;2026-07-12
LOULOU'S TEAM;3;0;0;7925.0;2026-06-05
JUDY MATIDY;3;0;0;7775.0;2026-07-03
HAPPYJO DE LIGNY;1;0;0;2625.0;2026-02-14
HARRY CARISAIE;5;1;0;12875.0;2026-05-21
HELIOT DE CAHOT;2;0;0;5550.0;2026-03-08
MISTER CHARM;5;0;0;12475.0;2026-06-12
GIOIELLO ROC;6;0;0;15375.0;2026-07-11
MALIGNO;2;0;0;5600.0;2026-07-13
MANDELA SEVEN;4;0;0;10200.0;2026-04-03
MARLEY DE BAILLE;3;0;0;7500.0;2026-04-03
MADMAX JEF;3;0;0;7500.0;2026-04-03
LOUSTIC VERT;4;0;0;11100.0;2026-06-07
LITCHI BAM;5;1;0;14000.0;2026-07-16
JAB KISS;9;1;0;23450.0;2026-07-03
JET DE BUSSET;7;0;0;18900.0;2026-07-10
JERZINHO SPORT;4;1;0;9884.0;2026-07-04
INDOCILE;9;0;0;22975.0;2026-07-10
JOLIVERT DU GERS;7;1;0;17650.0;2026-07-09
DOWHATYOUDODOWELL;1;0;0;2700.0;2026-02-15
ELEGANZA AV;5;0;0;11850.0;2026-05-22
MAKE IT A STAR;2;0;0;5550.0;2026-03-18
KYNTE FLUSH;7;0;0;17100.0;2026-07-01
KALINE DE FAEL;2;0;0;5300.0;2026-03-02
MASINA DE TILLARD;3;0;0;8400.0;2026-04-04
MAYA DU SURF;4;0;0;11100.0;2026-05-02
MANIGOD;2;0;0;4275.0;2026-03-20
MELCHIOR JAMES;6;0;0;14225.0;2026-06-15
MONKADOR JASMA;4;0;0;11225.0;2026-05-01
MARIO BELLO;5;2;0;13825.0;2026-06-04
MOLSHEIM;3;1;0;8500.0;2026-07-12
MIX DU CAUX;4;0;0;10825.0;2026-05-08
MAGIC BOEING;1;0;0;2800.0;2026-02-15
MILIK;2;0;0;5300.0;2026-04-05
MAGIC DREAM;1;0;0;2800.0;2026-02-15
MAYFLOWER AR MOR;4;0;0;10500.0;2026-04-28
KETTY DU BREUCQ;2;0;0;5500.0;2026-02-22
KABYLIE DE BOMO;1;0;0;2800.0;2026-02-15
KASANGA;1;0;0;2800.0;2026-02-15
JOYAU DU PASSAGE;4;0;0;10750.0;2026-04-13
JALOUISIA GIRL;1;0;0;2800.0;2026-02-15
JIOSCO DU PARC;2;0;0;5600.0;2026-06-07
JUPITER DE MAISY;7;0;0;18875.0;2026-06-07
JOB DE CHOISEL;5;0;0;13025.0;2026-06-22
JULIE DU CLOS;3;0;0;8450.0;2026-06-07
NEVER EVER;4;0;0;10450.0;2026-06-22
NINJA LANDIA;1;1;0;2200.0;2026-02-15
NORIGANO;5;1;0;12300.0;2026-05-27
NOUVELLE KARA;2;0;0;5050.0;2026-03-11
NORMA CASTELLE;8;0;0;21150.0;2026-07-16
NEVER ON TIME;4;1;0;9975.0;2026-06-27
JAKARTA MADRIK;9;1;0;25775.0;2026-07-13
IZENHA DU PILET;2;0;0;5750.0;2026-05-08
JERRY DE BRAYE;6;3;0;16450.0;2026-07-16
IF DE QUERAY;3;0;0;8250.0;2026-07-12
ISIS DE CALVI;4;0;0;11325.0;2026-05-08
JASMINE DU MELEUC;3;0;0;8600.0;2026-06-07
HYAK DES FONTAINES;4;0;0;11475.0;2026-06-19
HEROINE DE TALA;6;0;0;16800.0;2026-07-11
JUMPER DE LA NADE;1;0;0;2800.0;2026-02-15
INTENSE ACE;3;0;0;8400.0;2026-04-12
INCROYABLE TALENT;2;0;0;5700.0;2026-04-04
NASDAQ DU BOCAGE;2;0;0;5350.0;2026-03-08
NEKFEU MANATHIS;2;0;0;4950.0;2026-06-21
NINJA DU HOULME;3;0;0;7700.0;2026-04-12
NABUCCO DE GODREL;4;1;0;10525.0;2026-04-26
NOLIO DU BARBEY;7;0;0;17100.0;2026-07-10
MIRACLE OF LOVE;3;1;0;7550.0;2026-07-13
MAGICIEN D'OZ;4;0;0;10725.0;2026-07-05
MYSTIC DARK;5;0;0;14025.0;2026-06-11
MILORD LANDEMER;2;0;0;5550.0;2026-04-04
MIMIL;5;0;0;13900.0;2026-07-09
JAG DE LAYE;3;0;0;8125.0;2026-04-05
JOYAU DU VIVIER;2;0;0;5300.0;2026-03-01
JORSO;2;0;0;5500.0;2026-03-15
JACINTHE FOUTEAU;3;0;0;8075.0;2026-05-24
JACKSON HAUFOR;1;0;0;2675.0;2026-02-15
JITANA WILD;2;0;0;5575.0;2026-03-04
JOYCE DREAM;6;0;0;16225.0;2026-07-02
LEONIE D'AIMTE;2;0;0;4875.0;2026-03-05
LARISSE D'ECHAL;8;2;0;20800.0;2026-07-09
LILOU;5;0;0;13050.0;2026-07-02
LEFFE DU BRISSE;3;0;0;7800.0;2026-04-25
LITTLESNABE;3;0;0;7600.0;2026-07-17
LISA MARIA;5;0;0;13525.0;2026-07-07
LADY NANIE;2;0;0;5500.0;2026-06-22
LADY DE MELLERAY;8;0;0;20350.0;2026-07-17
LOVELY FOUTEAU;4;0;0;10975.0;2026-06-06
LA MISS DE GINAI;1;0;0;2675.0;2026-02-15
MAJESTE DE MONE;1;0;0;2575.0;2026-02-15
MARQUISE D'EURVAD;1;0;0;2575.0;2026-02-15
MAYA DE VAU;2;0;0;5200.0;2026-05-10
MEGAPOLIS;2;0;0;5450.0;2026-04-04
MAMAROSE;1;0;0;2575.0;2026-02-15
MARIA GLORIA;4;0;0;10700.0;2026-06-13
MILADY DU LEARD;1;0;0;2575.0;2026-02-15
MOONDY SLY;2;0;0;5325.0;2026-03-22
MUSE DES DURIEZ;1;0;0;2575.0;2026-02-15
MARIA MAGDALENA;1;0;0;2575.0;2026-02-15
LUTECE DE SIENNE;1;0;0;2575.0;2026-02-15
LEOPARDUS;4;1;0;11275.0;2026-05-19
LILOU DU HIDOUX;1;0;0;2575.0;2026-02-15
LEGACY FAFA;1;0;0;2575.0;2026-02-15
LORD DE L'ITON;5;2;0;13575.0;2026-05-30
LALDO LOUZEEN;6;2;0;16600.0;2026-06-29
LISKI DE LA CRIERE;5;1;0;13325.0;2026-07-14
ISERE;6;0;0;16775.0;2026-07-13
FELDSPATH THEPOL;3;0;0;8675.0;2026-05-27
HORN;4;0;0;10900.0;2026-06-30
HIRIUS DE GUEZ;4;1;0;10800.0;2026-05-13
HIROSS;2;0;0;5975.0;2026-02-27
HORACE D'ARTHENAY;5;0;0;13000.0;2026-07-04
INDIGO BEACH;1;0;0;3150.0;2026-02-15
GOUNIT DE L'AIROU;2;0;0;5300.0;2026-03-17
HERAKLION DESBOIS;7;0;0;19550.0;2026-07-11
FAXIMA;8;0;0;21600.0;2026-06-27
GLOBAL ENJOY;3;0;0;8425.0;2026-03-18
KLINGER (NOR);5;1;0;13350.0;2026-04-24
MAX OCCAGNES;7;2;0;18100.0;2026-07-09
INSTRUCTOR;8;0;0;20625.0;2026-07-05
GENTIAN KRONOS;2;0;0;5550.0;2026-02-28
GINGER BI;1;0;0;2700.0;2026-02-16
TULIPE OASIS;4;0;0;10525.0;2026-06-26
GAGA LADY (ITY);2;0;0;5550.0;2026-02-28
NOSTRA DE LAUNI;4;0;0;10250.0;2026-05-05
LUGER;3;0;0;7400.0;2026-03-28
NINA HAGEN D'OR;7;0;0;17725.0;2026-07-10
NEO DE JOUDES;6;4;0;14500.0;2026-06-21
KAVALA DE PADD;1;0;0;2600.0;2026-02-16
FOX TROT CERISE;4;0;0;9634.0;2026-05-28
GHOST DES CHARRONS;2;0;0;5300.0;2026-02-26
ILLICO DE CASTELLE;4;0;0;10375.0;2026-04-18
ILIANO DES PLAINES;6;0;0;13909.0;2026-06-30
JOKER DU HAMEL;1;0;0;2600.0;2026-02-16
MISS UNIVERS;3;0;0;8175.0;2026-03-17
MIYA DE JOUDES;3;1;0;7400.0;2026-03-31
MORE LOVE DUCAMPUS;2;0;0;5050.0;2026-03-02
MAGYC BERRY;1;0;0;2600.0;2026-02-16
MAESTRO CELO;6;0;0;16050.0;2026-06-16
MISS LOULOU;6;2;0;16850.0;2026-06-10
JHA;2;0;0;5500.0;2026-04-05
JUNGLE JULRY;1;0;0;2650.0;2026-02-16
JADE D'ALLIGNY;4;0;0;10625.0;2026-07-14
LOLA LOULOU;7;1;0;18850.0;2026-07-17
LORINA LOULOU;5;0;0;12650.0;2026-06-24
JAIME DE DOMPIERRE;1;0;0;2650.0;2026-02-16
JACK SPARCK;4;0;0;10950.0;2026-06-28
JET SCOTT;4;0;0;11025.0;2026-06-14
HALDO DE LA CLOUE;5;0;0;12375.0;2026-06-20
INDIE DE YOR;6;0;0;14775.0;2026-07-03
JUST FIRST LADY;4;0;0;9600.0;2026-06-28
IAKA;3;0;0;6750.0;2026-06-10
JASMIN DE LARRE;4;0;0;10400.0;2026-06-29
IT'S MY DREAM;2;0;0;5550.0;2026-04-11
HERCULE DE LEAU;5;0;0;12775.0;2026-05-22
GOAL STAR;3;0;0;7900.0;2026-04-17
MAJESTE DU MENIL;4;0;0;9800.0;2026-06-08
MANHATTAN D'AMER;8;0;0;20625.0;2026-06-25
MAN IN LOVE;4;2;0;9850.0;2026-05-29
MILKA LIO;5;0;0;13325.0;2026-07-07
MAGELLANO SUN;4;0;0;11125.0;2026-04-30
MOZART SAUTONNE;4;1;0;9200.0;2026-05-12
MUST DU BELLAY;4;0;0;10150.0;2026-04-03
LIBERTY CASH;2;0;0;4750.0;2026-03-05
JULIEN SENSEI;4;1;0;10900.0;2026-04-17
EXPLORER MUNDI;2;0;0;4850.0;2026-03-06
NICOLAS MATISSE;1;0;0;2700.0;2026-02-17
LOVEISLOVE PELLINI;2;0;0;5350.0;2026-07-08
FIGHTER KRONOS;5;0;0;13125.0;2026-04-27
MOUSTACHE;7;2;0;16125.0;2026-06-15
MERVEILLE DAB;7;0;0;18525.0;2026-07-14
MADISON DE NIMES;6;0;0;15500.0;2026-06-05
INES D'HERMES;3;0;0;7700.0;2026-03-13
HACKER MESLOIS;8;0;0;22650.0;2026-07-17
HEOL LORIETTES;5;0;0;13775.0;2026-04-29
LET ME SIXTY ONE;5;0;0;14975.0;2026-05-15
LYRIKO BELLO;7;0;0;20000.0;2026-04-27
NESPO;4;1;0;11725.0;2026-04-17
GABELOU CARISAIE;4;1;0;10475.0;2026-03-31
GIULIANO;3;0;0;8550.0;2026-03-10
JAXON DE BRY;4;1;0;10825.0;2026-07-14
HOUSTON D'ARIANE;6;0;0;17150.0;2026-07-10
IWAN D'AVEL;5;0;0;13300.0;2026-06-01
MAGISTRALE MAGA;2;0;0;5300.0;2026-03-12
MISS FLEUR;3;0;0;7325.0;2026-03-18
MILOYA ROSE;2;0;0;5500.0;2026-05-11
MY LADY ISLAND;5;1;0;14150.0;2026-06-01
MY LOVE PANAME;5;1;0;11725.0;2026-05-23
NOMADE BEST;4;0;0;11350.0;2026-05-15
LOMBARDO DE LOU;6;0;0;16625.0;2026-07-17
LOLITA DE JEMAX;3;0;0;6459.0;2026-07-04
L'AMIRAL FLOWER;7;0;0;18725.0;2026-07-13
KALISTA TILOU;1;0;0;2700.0;2026-02-18
KAVALE ERCA;1;0;0;2700.0;2026-02-18
HUGO DE JEMAX;5;0;0;11800.0;2026-05-17
IDEAL DE BANNES;2;0;0;5350.0;2026-03-12
LILOU DES LANDES;3;1;0;8400.0;2026-03-15
LOVE ME BERRY;6;0;0;15450.0;2026-06-06
LAGUNA SECA;6;1;0;16725.0;2026-06-07
LILOU TREMBLADAISE;4;0;0;11525.0;2026-06-12
LELIZIA;5;2;0;13925.0;2026-05-19
LOLA DU CLOS;5;2;0;14100.0;2026-06-07
LADY DE GREZ;1;0;0;2850.0;2026-02-18
L'IDEALISTE;8;0;0;21975.0;2026-06-25
LISTEL D'URZY;4;0;0;11375.0;2026-07-05
LEWIS DE GINAI;7;0;0;18950.0;2026-06-11
LOOK DES ECUS;9;2;0;24250.0;2026-07-12
LOOK AT ME D'AIRZA;1;0;0;2850.0;2026-02-18
LARABIEN;7;0;0;18900.0;2026-06-05
LOOK PEJI;7;1;0;20000.0;2026-06-11
LET'S GO LANDEMER;3;1;0;8200.0;2026-06-05
KEMILLA DE BRION;6;0;0;15250.0;2026-07-08
KASTA DU RIB;6;0;0;15750.0;2026-06-30
INTRIGUE DE VIETTE;4;0;0;11125.0;2026-05-24
KOREA;2;0;0;5725.0;2026-07-09
KILLARNEY;3;0;0;8475.0;2026-07-09
IENISSE DE BARBRAY;5;1;0;13800.0;2026-07-12
JAMAICA PHEDO;4;2;0;11400.0;2026-06-05
INSTALL D'ALOUETTE;4;0;0;9875.0;2026-07-04
HOWDY QUICK;1;0;0;2850.0;2026-02-18
LUCKY GUY BOKO;2;0;0;5000.0;2026-03-16
HUDSON BAIE;5;0;0;13850.0;2026-06-27
JERENAL D'HAMELINE;5;0;0;14125.0;2026-07-14
MOTLEY CRUE;3;0;0;8075.0;2026-07-02
MY LOVE JULMA;5;2;0;14275.0;2026-04-23
MIROS;5;0;0;13900.0;2026-04-28
INVECTUS JELOCA;4;0;0;10725.0;2026-04-19
KASSKOU CLEMAXELLE;1;0;0;2850.0;2026-02-18
JOKER DES ISLES;2;0;0;5850.0;2026-04-22
KRONO DU TRIO;6;1;0;16100.0;2026-07-05
JOB KERVILOU;1;0;0;2850.0;2026-02-18
KHEOPS DE FREDLAU;2;0;0;5675.0;2026-03-08
I LOVE LATAL;1;0;0;2850.0;2026-02-18
NAEL D'AVEL;4;0;0;11050.0;2026-07-04
NEW STAR DE JALE;2;0;0;5550.0;2026-05-06
NEWCASTLE DE JED;3;0;0;7150.0;2026-07-03
NICOS BLEU;3;0;0;8450.0;2026-05-17
NOCCATO D'ORLY;4;2;0;11150.0;2026-05-05
NOTHINGELSEMATTERS;5;3;0;12750.0;2026-06-05
NOTTINGHAM PLACE;6;0;0;16500.0;2026-06-27
NINA DE VANDEL;2;0;0;5300.0;2026-03-05
NORMA DE CAHOT;4;0;0;9975.0;2026-07-07
NEW STAR QUICK;3;1;0;7200.0;2026-04-14
GLOUGLOU D'EMI;3;0;0;7100.0;2026-03-17
FLAMBEUR DU DIGEON;1;0;0;2850.0;2026-02-19
GALEO D'AMARO;4;0;0;9975.0;2026-07-16
HIGOR DAIRPET;5;0;0;12209.0;2026-05-22
GOODMORNING CHARLY;5;1;0;13100.0;2026-06-05
HADRIEN;2;0;0;5675.0;2026-06-01
HAUTAIN;3;0;0;7900.0;2026-03-17
GALINETTE BLEUE;5;0;0;13925.0;2026-07-12
GUESS FOUTEAU;2;0;0;4950.0;2026-02-25
MARGOT DE BETAN;2;0;0;5400.0;2026-02-25
MALICE SPEED;4;0;0;10375.0;2026-04-21
MELLYNGA;7;0;0;18575.0;2026-07-03
MARELLA DALEO;6;1;0;15525.0;2026-06-18
KALMIA BOSS;4;0;0;11400.0;2026-06-01
KLOE D'ARRY;6;0;0;15425.0;2026-06-22
KONSTANCIA D'OYSE;4;1;0;10300.0;2026-07-16
NABUCCO DE RIVIERE;2;0;0;5450.0;2026-03-22
NIMITZ D'HERIPRE;5;0;0;13225.0;2026-07-13
LEXCELLENT DU METZ;3;1;0;8300.0;2026-07-17
LE GRAAL;7;3;0;18125.0;2026-07-01
JAMAIQUE DE HOERDT;5;0;0;13025.0;2026-05-12
JULIANA BREIL;2;0;0;5550.0;2026-06-03
JOSY DES LANDES;3;0;0;8200.0;2026-06-13
JEUNE ORANGE COTON;5;0;0;13650.0;2026-06-18
MILAN;5;1;0;12050.0;2026-05-09
MONTEQUILLO;6;0;0;15775.0;2026-07-01
MARION D'ATOUT;1;0;0;2100.0;2026-02-19
MOONWALK D'HERIPRE;7;1;0;17750.0;2026-06-26
MAESTRO DE L'AUMOY;3;0;0;7725.0;2026-06-27
MULTIPASS;7;0;0;18150.0;2026-07-07
MARQUIS MARANDAIS;4;0;0;10050.0;2026-06-20
MISTER DU CHOQUEL;7;2;0;19050.0;2026-06-20
MARIE BLACK;1;0;0;2750.0;2026-02-19
MIAMI DREAM;6;1;0;15525.0;2026-07-13
KLASSICA DESBOIS;1;0;0;2150.0;2026-02-19
KHALIFE DELALANDE;4;1;0;9625.0;2026-05-30
KIKI;5;0;0;12550.0;2026-06-17
JAS DU TRUFIER;1;0;0;2150.0;2026-02-19
KERNOLENN;3;0;0;7650.0;2026-04-13
KUNTA KINTE;1;0;0;2750.0;2026-02-19
KINGSLAYER PELLINI;6;5;0;14950.0;2026-07-09
JASMIN DU VALLON;6;3;0;15409.0;2026-06-17
IT'S ME DIESCHOOT;4;0;0;11075.0;2026-06-01
NON STOP MESLOIS;5;1;0;12300.0;2026-07-01
NEPITA;1;0;0;2100.0;2026-02-20
NOUMBA AS;4;0;0;9875.0;2026-06-09
NOTRE DE MEMARTIN;1;0;0;2100.0;2026-02-20
NORDWEST MONTVASON;2;0;0;4950.0;2026-02-26
LORD FROMENTRO;1;0;0;2100.0;2026-02-20
LADY PRINCESS;4;0;0;8850.0;2026-07-07
LA LUNA STAR;4;0;0;10150.0;2026-05-10
LOVE D'AUTHISE;3;0;0;7750.0;2026-06-11
LADY BIRD JENILAT;5;1;0;12175.0;2026-07-09
LUTELLIA MONNERIE;4;0;0;10525.0;2026-06-21
LILY MARGOT;2;0;0;5000.0;2026-03-13
LOVELY LA CHENAIE;9;0;0;24500.0;2026-07-13
KATHLEEN D'ECOTAY;4;1;0;8750.0;2026-05-15
COOL KRONOS;3;0;0;7725.0;2026-06-12
L'ULTIME ESPOIR;3;0;0;7925.0;2026-03-24
LABEL D'HERMES;3;0;0;8075.0;2026-07-08
IES WE KAN;3;0;0;7825.0;2026-05-15
FRANKLIN PARK;2;0;0;5850.0;2026-03-07
IMPULSE JULRY;6;1;0;15950.0;2026-05-15
NOSTALGIE D'OLMEN;2;1;0;5625.0;2026-07-10
FAKIR DE LARRE;8;0;0;20975.0;2026-06-27
LOCMARIA JEWEL;2;0;0;5825.0;2026-03-08
LEMPICKA SEPT;1;0;0;3000.0;2026-02-21
LOOK VIVANCIERE;5;0;0;14225.0;2026-07-15
LEODAGAN;2;0;0;5800.0;2026-03-22
LE MISSOURI;4;0;0;11225.0;2026-06-27
LOULOU DU PRATEL;3;0;0;8550.0;2026-04-12
LOOK REBEL;4;0;0;10800.0;2026-05-11
LYS GEMA;7;3;0;20425.0;2026-06-14
LAZIO;2;0;0;5850.0;2026-04-23
LOVE ME DO MESLOIS;2;0;0;5800.0;2026-03-18
KINAMIE DU PRE;1;0;0;3000.0;2026-02-21
KORIA FLIGNY;4;0;0;11100.0;2026-06-13
KUEEN DE MONGUERET;5;0;0;13450.0;2026-06-15
KALINA VENDEENNE;2;0;0;5825.0;2026-03-08
KATNISS MORMOULIN;6;1;0;17200.0;2026-07-16
KEA DES RACQUES;6;1;0;14850.0;2026-06-22
KILL THE BLUES;3;0;0;8425.0;2026-07-08
KAOUITO DES GLENAN;7;2;0;19150.0;2026-07-15
KALIO DE BRAYE;4;0;0;11375.0;2026-06-01
KRACK DESBOIS;4;0;0;11625.0;2026-05-21
KROME;1;0;0;3000.0;2026-02-21
JOSEPHA MESLOISE;4;0;0;11600.0;2026-05-08
JUSTICE PROUVEE;4;0;0;10950.0;2026-04-23
IRIS RENARDIER;6;0;0;16025.0;2026-07-13
INDIEN EMJI;6;0;0;16350.0;2026-07-08
IN THE AIR;2;0;0;5825.0;2026-03-08
JOYCE ANGOT;5;1;0;13825.0;2026-06-20
MY SUN DRALIAM;6;0;0;16575.0;2026-07-15
MALAKITE DE L'ITON;3;0;0;8475.0;2026-07-16
MA ROSE DE SARTHE;2;1;0;5650.0;2026-07-11
MAJESTE DE JANZE;3;0;0;8475.0;2026-04-26
MISTER LOVE JULMA;5;0;0;14575.0;2026-06-27
MAGIC DE VAUVILLE;6;0;0;17125.0;2026-07-15
NECTAR DE JANZE;2;0;0;4625.0;2026-04-01
NIGHTWISH TOR;2;0;0;5000.0;2026-03-15
NOBLESSE;7;2;0;17300.0;2026-05-19
NAOS DE BANVILLE;3;0;0;7825.0;2026-06-19
NEUVAINE;5;2;0;13175.0;2026-07-01
KIRA DE CAHOT;5;0;0;11925.0;2026-07-03
KARA DES DUNES;2;0;0;4600.0;2026-03-09
KEOPS DU RABUTIN;5;0;0;13375.0;2026-04-13
ITON DES LANDES;3;0;0;8550.0;2026-05-30
IPAD LILA;4;0;0;11225.0;2026-06-27
JOEYSTAR DE NIRO;4;0;0;9950.0;2026-07-07
IDEAL D'ARTONGES;1;0;0;2900.0;2026-02-21
JALENZA DU BOCAGE;3;0;0;7725.0;2026-03-14
JESSIE LAKE;4;0;0;10625.0;2026-04-20
JESS D'HERTALS;3;0;0;7800.0;2026-04-20
JINA D'ERPION;6;1;0;15700.0;2026-05-23
L'AS TEJY;1;0;0;2400.0;2026-02-21
LE GRAND DE VIRY;3;0;0;7050.0;2026-05-11
LIKE YOU MADRIK;4;0;0;10600.0;2026-06-13
LITTLEBOY D'HOLLOW;1;0;0;2400.0;2026-02-21
LARAFALE PASMARICK;8;1;0;20250.0;2026-07-10
LAZIE PONT VAUTIER;5;0;0;13100.0;2026-06-01
LEXI BIRDIE;3;0;0;7400.0;2026-06-26
MASTER PIT;4;2;0;10550.0;2026-06-19
MEMPHIS DE VIETTE;1;0;0;2400.0;2026-02-21
MY DU BOIS;2;0;0;5150.0;2026-03-08
MEC D'ERLANGER;5;1;0;13125.0;2026-07-15
MAX LA FRIPOUILLE;3;1;0;7800.0;2026-03-28
MALOU DE DIGEON;4;0;0;9750.0;2026-06-10
MOON THE LOON;1;0;0;2400.0;2026-02-21
MOST WANTED;4;0;0;9875.0;2026-05-16
MELODIE ZIZOU;2;0;0;5200.0;2026-03-22
MARIANNE;6;0;0;15700.0;2026-06-14
MATOUNE;1;0;0;2400.0;2026-02-21
JERRY PAULO;3;0;0;7900.0;2026-04-23
JOYAU DE RIVERIE;3;0;0;8200.0;2026-05-01
JALOUX;3;0;0;7700.0;2026-05-16
IRONIE DES BROUETS;4;0;0;10825.0;2026-04-05
JAD DES ELIES;4;0;0;11175.0;2026-04-12
IANOCHE;1;0;0;2900.0;2026-02-21
INSTIGATEUR;7;1;0;17650.0;2026-06-20
JERZINO VICI;3;0;0;7775.0;2026-06-07
SAMMY BOY (BEL);4;0;0;9650.0;2026-05-15
FAITH DI POGGIO;3;0;0;7500.0;2026-05-15
SEVEN SEAS S;3;0;0;6950.0;2026-05-15
LUCKY BOY VERTRAC;6;2;0;16325.0;2026-06-19
MAN OF STEEL (GER);3;0;0;8450.0;2026-06-27
HARMONY DU RABUTIN;5;0;0;14675.0;2026-06-21
IBIKI DE HOUELLE;4;2;0;12550.0;2026-06-21
JUST LOVE YOU;1;0;0;4150.0;2026-02-22
CAVIAR FROM MINE;3;0;0;8500.0;2026-06-21
KAYA DREAM;3;0;0;7775.0;2026-07-04
KOBAYASHI;4;1;0;10850.0;2026-05-09
DESIDERIO D'ESI;4;0;0;9050.0;2026-05-15
DOZEN OF OYSTERS;2;0;0;4800.0;2026-02-28
MYRTILLE MARBOULA;5;1;0;11275.0;2026-06-29
MOANA MESLOISE;3;0;0;7500.0;2026-03-31
MILLE MERCIS;4;1;0;11100.0;2026-06-01
MARABOU DODVILLE;2;0;0;5550.0;2026-07-05
MEGINO;2;0;0;4800.0;2026-02-28
NITCH DE REVE D'OR;5;1;0;13675.0;2026-07-01
NIMOKO;2;0;0;4975.0;2026-03-20
NOBLESSE MIKA;6;1;0;15000.0;2026-06-20
LATINO CASTELETS;4;1;0;10900.0;2026-06-10
LEWIS DU SURF;1;0;0;2550.0;2026-02-22
LEF DE THABE;1;0;0;2550.0;2026-02-22
LACKING SPIRIT;7;2;0;16950.0;2026-07-11
LURACAN TEPOL;3;0;0;7900.0;2026-04-13
LICINUS BOCAIN;5;0;0;12375.0;2026-06-24
MISTRAL DEL PHEDO;3;0;0;8325.0;2026-07-01
MAC LUCERNAIS;4;0;0;10550.0;2026-04-19
MIROITANTE DE PADD;6;1;0;16200.0;2026-06-24
MAMY BLUE FOSCA;1;0;0;2650.0;2026-02-22
MAZURKA DU PRE;1;0;0;2650.0;2026-02-22
MYSTIQUE ULTRA;5;0;0;13250.0;2026-04-24
MIDWAY DE BANVILLE;3;1;0;8475.0;2026-04-04
MAYFAIR;3;0;0;8250.0;2026-07-16
MAVISTA DE LOU;2;0;0;5400.0;2026-03-20
KIWI DE LAVRIGNAIE;6;2;0;16150.0;2026-06-17
KLOE DU ROUEZO;5;0;0;13400.0;2026-06-18
KAISER CHANCE;6;0;0;15725.0;2026-06-17
KAGNOTTE D'AZIF;2;0;0;5550.0;2026-03-15
JAURIAS;5;0;0;13825.0;2026-06-05
KALINOU QUICK;5;0;0;13775.0;2026-06-13
LANANA D'ESCRIT;4;0;0;10825.0;2026-04-12
LUCIOLE DES VENTS;5;1;0;13475.0;2026-04-19
LINSKAYA D'ART;3;0;0;7675.0;2026-06-01
LOUNA DE SUZON;2;0;0;5050.0;2026-05-01
LEDA SAINT LATUIN;1;0;0;2550.0;2026-02-22
LASTOJAINE;2;0;0;5350.0;2026-05-08
KARLOS NAY;2;1;0;5150.0;2026-03-28
KINOS DE CRENNES;2;0;0;5325.0;2026-06-21
KLINT D'ESPOIR;2;0;0;4700.0;2026-06-15
KEMILLA LEAGABIN;3;0;0;7700.0;2026-04-12
ILET DE LA MITRIE;1;0;0;2550.0;2026-02-22
JADE SOTHO;4;0;0;10350.0;2026-06-08
JUPITER DANICA;2;0;0;5175.0;2026-03-03
JUVARI DU QUENNE;4;0;0;11025.0;2026-06-12
JALIX DE NIOUX;7;0;0;18950.0;2026-07-14
JOUR DU TRESOR;2;0;0;5575.0;2026-05-24
INTEL;6;1;0;16000.0;2026-05-27
IMAGIOUS DE VANDEL;7;0;0;19325.0;2026-07-04
KANARY BAY;4;2;0;11225.0;2026-06-12
KANEA DE L'ABBAYE;5;0;0;13825.0;2026-06-27
NEFERTITI;6;1;0;16000.0;2026-07-01
NOTE D'OR;5;0;0;13825.0;2026-05-21
NOUBA DU CABARET;7;1;0;18650.0;2026-06-07
NOUVELLE D'ATOUT;2;0;0;4700.0;2026-04-12
NYMPHE D'HELIOS;1;0;0;2700.0;2026-02-22
NEOUVIELLE;4;0;0;11100.0;2026-05-22
NIKITA DREAM;3;0;0;7850.0;2026-03-18
MILI DE FLO;2;0;0;5400.0;2026-03-02
MALOUINE OR;3;0;0;8125.0;2026-05-06
MILADY DU BELLAY;1;0;0;2700.0;2026-02-22
MASCOTTE DE BOLERO;7;1;0;19050.0;2026-07-15
MERVEILLE GEMA;2;1;0;5400.0;2026-03-15
